Basic Income, Rent, Food, Transportation, Utilities, Clothing, Leisure, Healthcare, People
175440,52992,67488,20399,16526,11975,5033,8558,4
292972,38684,58486,20689,13787,13878,5589,12465,1
257442,46060,52782,31514,19062,11790,8109,9609,2
332427,45636,62358,25182,25659,18784,6669,13665,3
306005,40383,64430,36207,22314,12428,10312,12668,4
65191,19814,10308,3851,1597,2095,1315,1814,1
27894,16708,19868,9000,3460,2930,730,2847,2
49336,16159,19923,10033,5989,4799,2128,2639,3
56752,16431,42066,5994,6748,3257,3094,4618,4
74269,47454,14235,7441,5659,3173,1181,4758,1
113536,39778,15104,12088,7133,3975,2276,4571,2
76202,60845,23196,9020,9373,4780,2516,5901,3
140779,27305,23509,9941,5446,7441,4530,7351,4
158447,30364,31853,8423,9710,3573,4318,7239,1
141300,16352,30298,12800,7719,5520,2401,5369,2
93003,17449,26149,18890,13438,5862,4506,7912,3
167090,19324,40122,15934,7376,6433,3418,9737,4
170106,46664,30423,18265,10572,9536,5255,6869,1
185960,46650,72660,16330,13132,6767,3510,8751,2
142432,34877,63608,16424,11138,9624,4931,6900,3
214024,32959,38994,28936,20697,8166,4386,11046,4
283327,39622,42999,19933,9757,9207,4753,8380,1
390889,52706,54904,18233,19078,10289,6350,8483,2
181695,51711,66965,54743,10646,7366,11918,22550,3
327163,60231,64604,45754,19494,22421,8139,24947,4
55482,15508,11645,4267,3109,2333,917,1983,1
56591,12696,14355,6693,4745,3257,1437,1496,2
49113,13844,19084,10257,4650,2874,1824,3410,3
48684,19242,12998,10794,5824,4088,1584,3390,4
102372,48408,17606,8394,4361,3486,2022,3297,1
71831,31999,15906,10380,5148,3182,1967,4441,2
78361,51726,29521,10425,6330,5661,2622,4807,3
115471,41362,43743,15854,5579,4733,2896,7275,4
149846,12177,27887,11131,8608,4694,3074,4979,1
105143,22356,35999,15653,7447,4254,3289,6284,2
60812,17262,43848,12363,6995,6154,3305,6661,3
165332,16749,38924,21024,7869,6872,4727,6659,4
148968,43741,32172,24166,10316,7076,3257,8203,1
144659,45351,46147,17420,11099,5228,5691,11548,2
189909,59140,48663,19520,13551,10697,6939,8078,3
202792,52947,40819,15867,15432,9575,5019,7510,4
326131,45827,27102,18662,11670,13788,5339,12568,1
260291,46314,57186,27756,14231,13024,7312,12938,2
257319,36878,65324,27249,22297,13571,4823,16844,3
263297,45581,72643,35996,14096,14644,14087,12832,4
66603,25534,8771,3665,2125,1352,766,2275,1
36060,20419,12060,7199,2355,1966,1269,2912,2
56770,15687,20211,16463,10268,3346,2045,2267,3
65843,13854,38090,6952,6293,3773,2253,4248,4
63026,53694,13681,5037,5796,2483,1334,3780,1
67126,48103,18688,13265,9140,4167,1678,4610,2
68838,50846,31489,9311,12783,4749,2358,6522,3
164206,30239,24079,11543,8134,7256,3706,9199,4
137699,19785,30110,5208,8121,4746,4420,6028,1
136371,21640,34072,7756,8174,5569,2295,5533,2
133293,16627,26320,17299,9242,7555,4146,5012,3
180443,17011,43570,18309,9141,5930,6478,5021,4
133676,49489,40269,18351,10567,6351,4638,5320,1
245624,36412,57580,15098,12464,5897,2502,7346,2
182150,54417,37754,21911,8799,7769,3180,8258,3
174405,36383,37394,25663,27372,6731,3919,12839,4
307422,34214,48386,17838,7383,7317,4645,8177,1
623079,39162,58921,28994,18371,8885,6871,12659,2
222310,54266,48098,24884,15462,8861,10582,20124,3
324210,45053,95405,54501,22952,14058,8062,23153,4
60281,14320,8612,2683,3371,1696,1072,1585,1
62457,21128,15746,5318,3607,1981,1126,1764,2
43861,27227,20625,9605,5683,3382,1079,2307,3
43893,19006,16939,11542,6361,3391,2557,2656,4
74025,53454,21979,6525,5113,3357,2021,3635,1
85104,41870,25388,9560,5049,3590,2288,6767,2
58001,45053,30589,13710,6018,7448,1841,4647,3
122356,60646,38655,16920,9138,5027,2601,5204,4
148102,19380,20787,8082,7231,3621,2855,4049,1
106273,16917,32742,12548,7230,3942,4966,6749,2
121459,12391,43324,10350,11426,8790,2976,6904,3
158716,13769,31332,26288,10435,6427,4289,6437,4
256082,50387,22902,19484,12729,5484,4309,7004,1
237520,36202,54205,16415,14442,6185,5511,6516,2
154581,67503,44410,19337,9712,8379,6537,6537,3
169011,64855,53635,20259,17336,8345,6217,6763,4
239080,39614,30108,21078,10944,13887,5457,7867,1
275804,42232,58149,29680,16718,9856,7733,14015,2
446843,62134,59898,28984,27287,10486,6554,17059,3
196524,44347,64251,28662,24591,23366,12059,12628,4
72710,21619,10700,2624,1459,1731,926,1642,1
26327,17162,11731,6244,3789,2242,1182,2712,2
52132,15383,12498,9967,6914,4469,2336,1846,3
58265,19145,40586,6871,10698,3523,2163,6590,4
86615,30534,14859,7737,4618,3190,1209,4995,1
119075,40102,17312,10971,8275,2988,1535,4324,2
78228,66787,17302,7323,12469,5062,4900,5257,3
131798,22179,17852,8379,7605,8561,5841,6617,4
194965,20309,34775,13487,7100,3209,6151,8959,1
143850,17991,39081,10225,8717,4070,2405,3799,2
100227,22524,23623,19383,13245,5160,4312,6608,3
141600,14365,32529,15323,5748,5284,3999,7431,4
167357,50791,21068,17886,6463,7663,5405,6272,1
217226,35846,84474,14576,15052,6856,3975,7350,2
172885,36224,73620,16617,13816,8588,2905,9344,3
168471,22538,42489,21235,22821,7112,3963,6248,4
317082,41120,56881,18855,9348,9276,4976,6480,1
501829,55240,50635,23991,17355,11491,6284,11124,2
222378,60977,81215,50332,12851,6002,10141,17404,3
413890,43397,80002,48782,16878,20490,8742,19576,4
45754,16949,12885,5220,3090,2827,1026,1471,1
67631,15543,15898,8780,5990,3349,958,2480,2
46679,15702,16244,11293,4874,3609,1679,2749,3
44242,17801,18564,11486,4990,5430,1684,4343,4
96257,52268,14197,9039,5898,3933,1796,4848,1
69188,38529,20685,9919,6563,5733,2831,5528,2
58074,48856,23110,9537,9116,6003,2094,4309,3
160974,47702,44391,11997,7175,5849,2747,10940,4
159356,9557,26586,9761,6313,3335,2809,3461,1
168430,20352,38493,12181,8994,4457,2835,5041,2
84354,14058,41394,15427,9202,7360,4962,4912,3
149344,20856,50485,19122,5907,7005,4157,7080,4
134113,39485,30225,15041,10383,5681,3047,7829,1
234843,35141,64569,15066,10097,8545,5862,8877,2
132259,67451,55913,22387,11973,7697,6497,7158,3
245412,56217,54734,15440,16466,9296,6252,9649,4
297283,47185,27184,28071,14875,13472,7743,7205,1
266634,39542,55378,34410,14735,15026,7039,13991,2
345718,39039,64039,34462,23484,21555,6536,10930,3
170757,34200,62592,28759,17525,13288,11208,13292,4
45757,21948,8066,4706,2657,1974,1004,1860,1
55651,15724,12607,7257,3112,2196,1374,2524,2
59458,17175,18973,11734,4916,2575,2298,2703,3
66842,17770,22109,10567,5801,3006,2716,3767,4
102896,51645,21785,5798,4844,2772,1715,3678,1
74398,51081,21428,10946,4975,3681,2467,4903,2
87457,39746,28915,14437,8499,5421,3394,7068,3
108282,48375,36589,16855,8607,5821,3316,6727,4
137979,24105,35703,10155,6680,3084,2467,5794,1
162961,15234,31607,10908,8829,5677,3281,6904,2
141798,18886,46182,12839,10306,5184,4492,6669,3
168068,21624,42177,18071,7201,7176,3742,8431,4
170539,40654,39051,12711,9442,6139,3547,6929,1
243078,42066,46996,18049,12970,7430,5934,7576,2
189432,37110,51785,21267,15664,7330,5281,7775,3
172041,39756,48899,27286,16088,7544,5903,7084,4
347470,52653,51046,20364,14891,9909,4632,10045,1
334028,55597,66651,22724,18177,14000,5570,13905,2
303232,41000,53860,27476,14515,13604,8499,16584,3
350763,49340,77415,36464,24885,18868,10288,17777,4
56248,18585,9169,3970,1711,1751,904,2057,1
38936,19284,12655,6148,2752,2235,1089,3329,2
54555,13039,15154,13392,7533,3885,2462,3363,3
53672,14878,27994,9110,5506,3636,2640,5355,4
100646,48895,15964,8320,4129,4017,1409,3939,1
95312,38543,22693,10712,8186,4005,2663,4641,2
62880,65273,21183,9167,9092,2876,2541,5907,3
161926,37539,22960,11903,6855,7956,4053,7627,4
167955,24488,36484,7753,9235,3770,4035,6376,1
160894,21401,27822,11969,7994,5229,2330,4809,2
133890,21564,27762,15748,10056,5837,4553,9057,3
143856,16016,54626,19446,8435,6075,5123,7446,4
191773,43471,30777,16432,10509,8994,4237,6169,1
181347,42520,62898,15521,16222,6286,3499,6864,2
192253,55220,45916,19047,9103,8517,3407,6440,3
172289,33505,59949,27530,21889,7664,3686,9846,4
301976,44978,45438,21129,8089,10312,4224,7697,1
412633,46828,70287,24003,21309,11886,8687,13032,2
220021,51890,69893,29065,11920,9989,11957,19678,3
298071,40335,84786,48581,19456,21702,10433,20196,4
52217,16518,11177,4322,3277,2186,1076,1889,1
55482,16192,14800,6253,3509,2739,1507,2769,2
47688,16430,19915,10135,5719,2971,1661,2937,3
52810,18889,19547,11565,5797,3353,2263,2758,4
109095,49602,19275,8116,5035,2702,1616,4594,1
107123,39733,25690,9919,7205,4052,1949,3321,2
83767,47171,29761,8062,7608,5199,2024,5157,3
116606,51982,42449,14223,8486,5491,3204,6915,4
128706,18150,26738,9594,9350,3436,3511,4250,1
136456,17101,29003,10846,7745,5320,4190,5607,2
109018,19192,34622,13330,8110,5807,4148,6747,3
143886,19429,51119,16649,10838,6987,4065,6740,4
225543,38646,28665,18738,9070,5933,3796,9348,1
223701,41302,37773,25039,14472,7049,5502,8151,2
184028,44798,50094,20981,13839,7889,5834,9963,3
186034,45144,48142,20085,15185,8068,5907,9618,4
284556,47475,43610,19630,14492,11677,4153,8008,1
231421,41013,61117,27453,13944,11378,7228,10941,2
329693,35249,63562,31345,20836,13398,7043,15114,3
237968,49478,62324,41872,20773,14484,10665,15278,4
62058,17811,8472,4016,1424,1842,1111,1562,1
32742,19887,14315,8109,3316,2226,979,2512,2
61570,16287,16109,12685,7914,4070,2464,2298,3
55812,16677,34121,6945,5987,4250,3115,4777,4
80917,49883,12657,6686,4496,4016,1617,5646,1
118615,46786,16750,9309,6596,4229,2304,4185,2
78896,61929,20612,7359,12723,4018,2539,5562,3
141785,29086,18996,9939,6469,9030,4022,7315,4
154637,25142,36540,6977,8671,4036,4446,6003,1
130870,18391,31035,12594,6631,5306,2109,4275,2
101949,18368,25514,15548,11196,6318,4247,9290,3
159014,17603,46022,16180,7162,6375,4469,5591,4
132232,45931,27948,22208,10026,7321,4448,5524,1
208465,49575,78273,11607,14972,6632,3498,7690,2
166984,40092,58250,21580,10967,9687,3210,7668,3
187232,24880,34003,24541,27418,6894,3491,9020,4
305037,48920,41224,18010,8663,11576,4974,8411,1
482711,51050,61305,18257,18408,11525,7592,10533,2
178463,57550,54450,45143,15564,7985,9839,24599,3
424586,34108,76532,38067,19842,18882,8425,24985,4
61945,19468,11321,5798,4197,2142,949,2151,1
69676,17063,14662,7441,3992,2771,1086,2401,2
45664,17441,19157,8446,5574,3313,1542,2720,3
41559,19289,16343,11368,4979,3664,2489,3789,4
101839,62651,17410,8706,5469,3428,1820,4221,1
81783,27910,20342,9484,5638,4029,1998,5570,2
73346,44744,22549,8629,7671,5753,2701,4136,3
179586,39130,51746,15443,8519,4658,3182,7514,4
170435,14508,22285,12147,8385,3563,3024,4993,1
135737,20668,34920,12486,6843,4460,3114,4976,2
82706,20746,34049,13893,9019,6088,3798,6425,3
170927,17963,37404,19653,8626,7680,3939,6296,4
139374,32565,28508,17759,9528,6708,3042,10277,1
170474,40958,50655,18902,11489,7528,4573,10497,2
153422,57333,51668,15791,11510,9156,5533,7502,3
190938,55837,48347,15558,17970,9845,5814,11328,4
277109,34438,34682,25858,10882,12405,5778,9300,1
246072,46862,40902,29182,13313,15987,6637,9475,2
242419,43097,60567,30423,22267,15462,6400,13874,3
251976,46052,57781,35617,16863,17202,14383,11755,4
69402,17690,8685,4262,1795,1288,874,2145,1
38462,23069,12428,8737,3780,1514,1111,2629,2
64743,17539,18386,10194,8587,3458,2794,2368,3
53550,15689,29336,7838,6068,3985,2585,4985,4
78952,50601,12439,6309,4832,3434,1091,5096,1
82769,43944,21225,9922,7647,3623,2407,4627,2
60515,47710,20540,9783,12122,3733,2770,6429,3
109744,33381,22895,12326,7520,7307,4084,8799,4
142552,19386,32914,5418,8840,4767,3071,5101,1
161324,13713,29752,9893,10078,5785,2690,4813,2
140356,20469,27506,13102,8102,7068,3667,6104,3
129090,21785,43825,14827,9185,8792,4654,6391,4
168241,42157,36145,20001,9422,6802,5012,5560,1
212424,37367,72967,14686,13154,6728,2911,7099,2
182372,56662,44645,22217,9243,6754,3088,7511,3
226710,29756,48768,25930,26037,9378,3876,12008,4
307855,42749,41615,19169,11226,9335,3955,10060,1
555846,43536,71131,29455,16874,9392,4785,12861,2
206501,62249,54122,30366,12109,8841,13908,17100,3
309749,50296,79416,39478,23774,16093,8572,27280,4
56216,12086,8950,3679,3021,2572,1016,1765,1
42758,16253,16958,5655,4252,1987,1330,2157,2
40249,25856,19135,8539,6509,3756,1304,2180,3
36576,21387,19053,10015,6374,4309,2599,3156,4
100198,58128,23926,6104,6255,2460,2030,3914,1
101376,36917,27107,8151,5197,4360,2498,4428,2
71418,46994,31225,8389,6219,5344,2174,4720,3
144566,61651,42488,16213,8976,5436,3605,7477,4
118529,19466,19300,9525,7043,3355,2182,4857,1
126184,17603,32711,11466,7748,4289,4865,5605,2
99691,11534,43618,15146,13064,6738,3882,6538,3
154895,15935,35856,24913,12061,7151,4757,5864,4
217626,39176,26823,19444,10868,5382,3408,7589,1
217097,32268,42981,17698,10577,6459,5271,8505,2
179810,38242,49743,23733,12897,8638,5885,8889,3
178385,52386,54315,18993,21887,7583,6059,8260,4
213326,34560,45906,19553,14684,11413,5163,9473,1
246236,41358,63545,26211,16507,10350,6797,15236,2
326173,62748,67496,23891,19879,15350,7910,14909,3
243029,45567,68133,35007,22638,18917,10948,15468,4
75947,20814,10109,3895,1452,1670,919,1695,1
30381,18322,13471,5729,2995,2370,991,2243,2
50611,14711,11640,9099,5593,4271,2028,2402,3
49659,21511,41859,5787,8453,3310,2091,5711,4
76296,41107,10984,7423,6720,3413,1536,4940,1
82514,51670,18320,9908,8299,3729,1945,3892,2
70583,67491,23617,6828,13831,4046,2989,4885,3
141925,29104,20839,8434,7980,6760,4905,7252,4
149877,22681,31212,9135,6551,3889,5498,7229,1
126370,14514,27987,10843,8554,4795,2510,3878,2
103163,19381,29122,15497,10487,5378,3851,7334,3
148881,19666,35461,14904,7057,6752,4156,9139,4
190031,46579,22402,18220,8214,9561,3932,5416,1
183880,41646,82860,11801,12629,7200,4411,7040,2
158187,38066,87834,17318,11262,6773,3664,6961,3
176909,30031,25599,25396,26732,8823,4702,9877,4
246423,42082,36423,17703,8832,11010,4978,10025,1
393822,51623,45497,15514,21677,10043,7070,7927,2
217126,71172,53587,40710,14028,7391,9680,22408,3
364051,49008,77330,49507,21078,22009,10139,16511,4
60618,16335,8482,5841,3019,3087,1081,2160,1
79508,13557,20410,8084,4963,3424,1066,2333,2
42576,16506,16519,10014,5527,4508,1665,2310,3
42939,16319,13884,9964,5089,4315,2251,3284,4
97880,59098,18938,9734,4679,3042,1908,4270,1
76335,33982,19843,11329,5146,4304,2523,5011,2
74542,49804,24406,9437,7175,5643,2310,4968,3
165927,53929,47413,14755,9046,5427,2215,7916,4
167850,10835,25100,8953,10113,2654,4178,4642,1
136092,18418,41769,12921,6843,5443,3715,4892,2
86795,17553,32541,12780,7155,7593,3939,6298,3
194356,16816,40009,18929,7129,8200,4816,7416,4
169120,42908,31151,19108,9629,5262,3446,7665,1
219287,46228,60186,19706,10546,6930,5151,8885,2
191538,70440,52657,16144,11193,7309,5900,8670,3
181995,58580,39217,16155,15799,10628,4948,9828,4
253124,47363,28474,30431,15349,14591,7331,11022,1
262377,43192,47305,27701,13207,15599,7090,14548,2
247000,37747,68608,30952,25371,19395,6389,13267,3
169775,53794,58648,32112,16951,16127,13020,13863,4
63324,17827,9381,4818,1609,1328,943,1984,1
33689,18386,13230,6228,3089,1716,847,3050,2
66682,13673,17588,11810,8945,3206,2840,3064,3
48675,15585,19943,6401,7585,5355,2864,4471,4
77844,49066,17052,7551,3856,3180,1537,6045,1
98963,53091,26654,12678,7339,3479,2239,4706,2
55791,52765,19943,9091,10782,3313,2374,6752,3
149093,45484,21160,9995,7653,7974,4046,5710,4
147770,22802,31802,7569,7119,4564,4647,7939,1
194370,14671,26760,11523,9987,5508,2283,4825,2
110987,18105,31005,11428,11070,5916,4605,9203,3
152499,18144,43331,18922,7018,6445,4313,5368,4
205954,45272,25954,21239,6897,6779,3941,6019,1
163693,40707,64965,15439,13854,6709,3929,8572,2
176550,43019,41568,18728,12369,5769,2757,8204,3
215725,23715,43258,27398,20308,9726,4780,9897,4
270287,54029,40983,14453,8417,11294,4319,9231,1
595001,54031,60770,22421,16479,10057,5699,13074,2
275971,45835,77094,39851,12526,12077,11279,18651,3
272426,34728,72038,37768,21280,20077,9163,18888,4
65696,18732,11090,5089,3120,2781,1191,1553,1
63069,21904,11673,5799,4460,2257,1511,1909,2
35139,16173,18308,7574,5479,3372,1924,3085,3
46698,16627,21191,11193,6061,3681,2286,3075,4
93551,33355,15144,8721,5104,2358,1667,4032,1
81973,42872,28816,7583,5078,3892,2134,3347,2
91989,54311,27751,9463,6341,6523,2639,5831,3
126992,58463,31228,16054,9468,4986,3102,6908,4
116089,13815,32033,9176,6096,3328,3977,3941,1
171054,24966,34555,11238,6410,3853,3568,5924,2
127463,20234,39496,14067,8448,6592,3754,7159,3
159432,17016,49968,22158,8935,7479,4443,7833,4
173369,43153,24457,21190,10532,5277,4171,6406,1
203131,43823,48221,23596,14197,7939,4482,8763,2
149488,53576,45959,19364,13784,6632,5658,7195,3
167814,44011,64777,20835,18219,10233,5976,6633,4
252700,39952,51414,21952,10379,14980,4140,12163,1
271016,47345,58686,26430,20098,12427,8071,11530,2
280755,39522,77722,28497,27950,13963,7569,13776,3
236982,41865,61842,37030,23630,14473,10554,9359,4
63722,16558,10122,4245,1441,1888,1289,1601,1
29856,17754,15662,7942,3746,2174,877,2826,2
45429,18530,18409,11603,6493,4604,1999,2581,3
57572,15199,40415,7087,7074,4083,2582,4080,4
90993,44012,13007,5048,5216,4386,1321,5396,1
81115,42609,19742,12674,7017,4631,2082,5346,2
76625,56489,21293,9082,11155,3886,2655,5744,3
135577,28017,21225,9475,6564,6711,5242,7282,4
148585,25282,32953,7418,9593,3124,4826,6496,1
123530,19238,34336,12302,7264,5521,2270,4919,2
115849,20823,30404,16420,12344,6084,3865,7114,3
126309,24403,35850,18304,9371,5343,3493,9034,4
176536,58644,33317,18892,10222,7529,4441,6715,1
186845,54362,72205,14343,12442,7252,4038,7096,2
150999,35262,53082,14446,9656,7560,3435,8865,3
249110,31234,33361,25230,21413,7815,3604,7958,4
264582,35776,49501,18798,8628,10628,3888,5975,1
425730,50920,62723,19893,21428,10745,5115,8603,2
197814,49271,55298,43467,11294,6946,12180,22164,3
341269,50636,68708,47145,18400,21504,6145,19538,4
55627,15318,10991,4939,3833,2448,926,1748,1
57667,17928,10648,6008,4481,2823,1047,1512,2
53363,15747,18015,10473,5571,2622,1546,3268,3
40189,22781,12625,8748,5346,4086,1782,3192,4
109359,61903,23623,9426,3627,2986,2278,2965,1
73719,36307,17289,12081,5742,4234,2344,5278,2
76444,59212,25064,10558,6606,6350,2941,4567,3
113885,45798,39401,16546,10488,5115,2072,7215,4
128821,16623,27273,9290,9153,4049,3407,5316,1
148058,18933,36768,14191,8532,4544,4357,5773,2
63295,19268,45856,13736,7060,6114,3088,6123,3
162282,16777,35310,20468,8125,6939,4613,6401,4
173067,39320,33115,22211,9656,5707,3376,8613,1
197910,44247,52896,15405,13481,5002,5702,11607,2
150744,55097,47763,18870,8209,10827,5475,7732,3
150605,55965,46570,17238,15322,8328,5064,9757,4
288367,49422,37886,17673,13516,15374,5126,10594,1
291257,42636,69552,23959,14256,13241,6758,12760,2
309469,37091,67836,23531,22661,13974,6144,19349,3
293078,45584,64112,45902,15519,14833,11061,8849,4
79732,21671,9170,3806,2014,1603,990,2306,1
29361,19903,12108,7013,2924,1870,1103,3125,2
68707,15503,22521,12711,11155,3623,2049,2311,3
59035,15635,25073,7972,5892,3509,3168,5130,4
65319,47388,17302,6277,5320,2752,1332,4465,1
78693,53891,18295,14416,9635,3569,1836,5426,2
67606,52333,23478,8278,13122,4782,2901,7106,3
160719,30469,19693,12009,7057,6757,3559,8987,4
152223,17019,33174,6010,6611,4444,4256,6385,1
152398,20711,26849,10115,9632,5600,3033,4892,2
133531,16309,32705,16617,8299,6675,4465,5263,3
182294,15907,44501,18000,7337,7262,6738,5243,4
131791,50639,34304,16371,9824,6322,4922,5397,1
237824,35857,60555,15886,14721,6191,2943,6948,2
141194,42028,46887,20415,9568,5769,3268,9086,3
155675,31958,53804,21651,33932,7389,4802,15416,4
311482,31633,56687,19749,8264,8005,4831,10453,1
736871,32812,60579,24011,17358,9683,6099,12415,2
206557,56439,68569,23117,15418,11464,9721,17133,3
449678,42034,100744,44606,23337,14373,9340,23500,4
46531,15811,7926,3379,3052,2085,1111,1755,1
64929,21427,16199,5996,4019,1914,1114,1913,2
51374,26820,21578,9858,6087,3108,1280,2150,3
27648,21319,20923,10256,7472,3684,2356,2353,4
93466,60083,18570,7426,5059,2899,1698,3004,1
80876,36429,26592,7489,5886,4131,2362,5978,2
72582,48418,34799,10963,8496,7630,2063,4738,3
129453,55617,44212,20258,10586,5367,2973,6481,4
100277,15659,20474,9840,7416,4391,2807,3048,1
141457,15730,36897,12305,7812,3434,5270,5595,2
140323,11336,36868,11540,11265,5768,2751,5760,3
163240,16148,26863,23635,9047,6665,4548,5367,4
249527,51693,27758,22255,12173,5189,3963,8530,1
216675,37015,56036,22052,11847,5034,5261,8115,2
179876,63493,38857,16243,9026,7589,7217,8245,3
